Rk,Player,ScoreURL,Games,GamesStarted,Yrs,PB,AP1,ApproxValue
955,Ricardo Allen,AlleRi00,31,30,2,0,0,11
956,Adrian Amos,AmosAd00,31,30,2,0,0,11
957,Devin Aromashodu,AromDe00,61,11,5,0,0,11
958,David Bruton,BrutDa99,108,12,8,0,0,11
959,Bobby Carpenter,CarpBo20,93,10,7,0,0,11
960,Chris Chamberlain,ChamCh99,59,19,5,0,0,11
961,Ross Cockrell,CockRo00,38,23,3,0,0,11
962,Early Doucet,DoucEa00,54,14,5,0,0,11
963,Cameron Fleming,FlemCa00,35,14,3,0,0,11
964,Dee Ford,FordDe00,45,19,3,0,0,11
965,Kyle Fuller,FullKy00,32,30,2,0,0,11
966,E.J. Gaines,GainE.00,26,25,2,0,0,11
967,Mike Glennon,GlenMi00,21,18,3,0,0,11
968,Gino Gradkowski,GradGi00,53,20,5,0,0,11
969,Mario Henderson,HendMa21,44,28,4,0,0,11
970,Kendall Hunter,HuntKe00,45,1,4,0,0,11
971,John Jenkins,JenkJo00,51,22,4,0,0,11
972,James-Michael Johnson,JohnJa04,47,18,4,0,0,11
973,Senio Kelemete,KeleSe00,42,14,4,0,0,11
974,Dennis Kelly,KellDe00,46,21,4,0,0,11
975,Daniel Kilgore,KilgDa00,58,23,6,0,0,11
976,Jeff King,KingJe00,108,84,7,0,0,11
977,Dion Lewis,LewiDi00,38,11,4,0,0,11
978,Ryan McBean,McBeRy99,47,21,5,0,0,11
979,Colin McCarthy,McCaCo00,36,19,3,0,0,11
980,Stacy McGee,McGeSt01,51,18,4,0,0,11
981,Zach Miller,MillZa02,58,27,5,0,0,11
982,Brad Nortman,NortBr00,80,0,5,0,0,11
983,Kevin Payne,PaynKe99,32,22,3,0,0,11
984,Sabby Piscitelli,PiscSa99,66,22,5,0,0,11
985,Brian Quick,QuicBr00,67,24,5,0,0,11
986,Richard Rodgers,RodgRi00,48,23,3,0,0,11
987,Darryl Sharpton,SharDa01,47,21,5,0,0,11
988,Sean Spence,SpenSe00,46,19,4,0,0,11
989,Zac Stacy,StacZa00,35,17,3,0,0,11
990,Bryan Stork,StorBr00,21,17,2,0,0,11
991,Xavier Su'a-Filo,Sua-Xa00,40,25,3,0,0,11
992,Shaq Thompson,ThomSh01,28,22,2,0,0,11
993,Dekoda Watson,WatsDe99,89,7,7,0,0,11
994,Terrance West,WestTe00,38,19,3,0,0,11
995,Shawn Williams,WillSh02,63,19,4,0,0,11
996,Tavon Wilson,WilsTa00,69,18,5,0,0,11
997,Antonio Allen,AlleAn02,50,18,4,0,0,10
998,Antwan Barnes,BarnAn99,88,5,8,0,0,10
999,Josh Beekman,BeekJo20,28,20,3,0,0,10
1000,Robert Blanton,BlanRo00,70,19,5,0,0,10
1001,Bryce Brown,BrowBr02,42,7,4,0,0,10
1002,Stevie Brown,BrowSt99,55,20,4,0,0,10
1003,Kellen Clemens,ClemKe00,56,21,11,0,0,10
1004,Drew Coleman,ColeDr20,83,13,6,0,0,10
1005,Oniel Cousins,CousOn00,75,16,7,0,0,10
1006,Jack Crawford,CrawJa00,57,12,5,0,0,10
1007,Ronald Darby,DarbRo00,29,29,2,0,0,10
1008,Knile Davis,DaviKn00,57,2,4,0,0,10
1009,Brandon Deaderick,DeadBr99,60,17,5,0,0,10
1010,Taylor Decker,DeckTa00,16,16,1,0,0,10
1011,Kony Ealy,EalyKo00,47,15,3,0,0,10
1012,Kenrick Ellis,ElliKe01,56,5,5,0,0,10
1013,Fred Evans,EvanFr21,95,6,8,0,0,10
1014,Andrew Gachkar,GachAn00,95,9,6,0,0,10
1015,Larry Grant,GranLa99,68,11,6,0,0,10
1016,Dwayne Gratz,GratDw00,43,25,4,0,0,10
1017,Rob Havenstein,HaveRo00,28,28,2,0,0,10
1018,D.J. Hayden,HaydDJ00,45,25,4,0,0,10
1019,Jason Hill,HillJa00,54,13,6,0,0,10
1020,Tye Hill,HillTy20,40,25,5,0,0,10
1021,Tyreek Hill,HillTy00,16,1,1,1,1,10
1022,Lamar Holmes,HolmLa00,21,19,3,0,0,10
1023,Justin Hunter,HuntJu00,48,18,4,0,0,10
1024,Nate Irving,IrviNa00,62,14,5,0,0,10
1025,Kemal Ishmael,IshmKe00,49,19,4,0,0,10
1026,Duke Johnson,JohnDu00,32,8,2,0,0,10
1027,Byron Jones,JoneBy00,32,27,2,0,0,10
1028,Datone Jones,JoneDa03,59,7,4,0,0,10
1029,Matt Jones,JoneMa04,20,7,2,0,0,10
1030,Shiloh Keo,KeoxSh00,56,11,5,0,0,10
1031,Justin King,KingJu99,40,21,4,0,0,10
1032,Jeremy Lane,LaneJe00,57,15,5,0,0,10
1033,Demarcus Lawrence,LawrDe00,32,16,3,0,0,10
1034,EJ Manuel,ManuEJ00,29,17,4,0,0,10
1035,Marcus Martin,MartMa01,27,24,3,0,0,10
1036,Casey Matthews,MattCa00,64,16,4,0,0,10
1037,Taylor Mays,MaysTa99,80,15,6,0,0,10
1038,Tony Moeaki,MoeaTo00,48,31,5,0,0,10
1039,Haruki Nakamura,NakaHa99,69,13,5,0,0,10
1040,Ben Obomanu,ObomBe00,69,13,6,0,0,10
1041,Brock Osweiler,OsweBr00,36,21,5,0,0,10
1042,Kevin Pamphile,PampKe00,37,18,3,0,0,10
1043,Denzel Perryman,PerrDe00,26,20,2,0,0,10
1044,Bernard Pierce,PierBe00,52,3,4,0,0,10
1045,Jason Pinkston,PinkJa00,25,24,3,0,0,10
1046,Chris Prosinski,ProsCh00,85,15,6,0,0,10
1047,Jamey Richard,RichJa20,48,11,5,0,0,10
1048,Mychal Rivera,RiveMy00,61,15,4,0,0,10
1049,Josh Robinson,RobiJo01,63,21,5,0,0,10
1050,Dante Rosario,RosaDa00,122,33,8,0,0,10
1051,John Simon,SimoJo01,45,12,4,0,0,10
1052,Jason Smith,SmitJa22,45,26,4,0,0,10
1053,Preston Smith,SmitPr00,32,17,2,0,0,10
1054,Drew Stanton,StanDr00,33,13,7,0,0,10
1055,LaRod Stephens-Howling,StepLa00,58,10,5,0,0,10
1056,Chansi Stuckey,StucCh20,55,10,4,0,0,10
1057,Keith Tandy,TandKe00,70,12,5,0,0,10
1058,Tyler Thigpen,ThigTy00,29,12,6,0,0,10
1059,David Thomas,ThomDa02,80,38,7,0,0,10
1060,Michael Thomas,ThomMi05,15,12,1,0,0,10
1061,Carson Wentz,WentCa00,16,16,1,0,0,10
1062,Bjoern Werner,WernBj00,38,16,3,0,0,10
1063,Jonathan Wilhite,WilhJo99,54,15,4,0,0,10
1064,Damian Williams,WillDa04,57,17,5,0,0,10
1065,Luke Willson,WillLu00,56,30,4,0,0,10
1066,Sam Young,YounSa21,65,14,7,0,0,10
1067,Maurice Alexander,AlexMa00,37,19,3,0,0,9
1068,Asher Allen,AlleAs99,36,21,3,0,0,9
1069,Justin Blackmon,BlacJu00,20,18,2,0,0,9
1070,H.B. Blades,BladH.99,64,7,4,0,0,9
1071,Tre Boston,BostTr00,42,16,3,0,0,9
1072,Brandon Boykin,BoykBr00,64,7,4,0,0,9
1073,Vincent Brown,BrowVi00,38,16,5,0,0,9
1074,T.J. Carrie,CarrTr00,44,21,3,0,0,9
1075,Tom Compton,CompTo00,60,11,5,0,0,9
1076,Chris Cook,CookCh99,40,29,5,0,0,9
1077,Nate Ebner,EbneNa00,73,0,5,0,0,9
1078,Quincy Enunwa,EnunQu00,29,19,3,0,0,9
1079,Andre Fluellen,FlueAn99,81,7,8,0,0,9
1080,Jacob Ford,FordJa99,43,8,3,0,0,9
1081,Jason Fox,FoxxJa20,37,16,5,0,0,9
1082,Max Garcia,GarcMa00,31,21,2,0,0,9
1083,Jonathan Goff,GoffJo99,37,20,3,0,0,9
1084,Denzelle Good,GoodDe01,18,14,2,0,0,9
1085,Tavares Gooden,GoodTa99,58,12,6,0,0,9
1086,Joe Haeg,HaegJo00,15,14,1,0,0,9
1087,Mike Harris,HarrMi00,36,9,3,0,0,9
1088,Johnnie Lee Higgins,HiggJo00,60,11,4,0,0,9
1089,Corey Hilliard,HillCo21,47,12,7,0,0,9
1090,Rob Housler,HousRo01,65,28,5,0,0,9
1091,Jordan Howard,HowaJo00,15,13,1,1,0,9
1092,John Hughes,HughJo00,57,10,5,0,0,9
1093,Rob Jackson,JackRo99,54,15,6,0,0,9
1094,Ryan Kelly,KellRy00,16,16,1,0,0,9
1095,Aaron Lynch,LyncAa00,37,19,3,0,0,9
1096,Corey Lynch,LyncCo99,76,12,6,0,0,9
1097,Pat McQuistan,McQuPa20,72,11,7,0,0,9
1098,Christine Michael,MichCh00,37,9,4,0,0,9
1099,DeVante Parker,ParkDe01,30,12,2,0,0,9
1100,Adam Podlesh,PodlAd20,107,0,7,0,0,9
1101,Andrew Quarless,QuarAn00,60,27,6,0,0,9
1102,Aldrick Robinson,RobiAl00,54,4,4,0,0,9
1103,Jake Ryan,RyanJa00,28,15,2,0,0,9
1104,Bernard Scott,ScotBe00,49,3,5,0,0,9
1105,Trevor Siemian,SiemTr00,15,14,2,0,0,9
1106,Darrell Stuckey,StucDa20,89,0,7,1,0,9
1107,Caleb Sturgis,SturCa00,61,0,4,0,0,9
1108,Will Sutton,SuttWi00,36,18,3,0,0,9
1109,Jamar Taylor,TaylJa01,48,23,4,0,0,9
1110,Tank Tyler,TyleTa99,43,19,3,0,0,9
1111,Tiquan Underwood,UndeTi00,45,10,5,0,0,9
1112,Danny Watkins,WatkDa00,24,18,3,0,0,9
1113,Menelik Watson,WatsMe00,27,17,3,0,0,9
1114,Demetrius Williams,WillDe03,46,4,5,0,0,9
1115,Leon Williams,WillLe20,61,12,5,0,0,9
1116,Ramik Wilson,WilsRa00,22,13,2,0,0,9
1117,Jarius Wynn,WynnJa99,69,7,6,0,0,9
1118,Ashton Youboty,YoubAs20,49,12,6,0,0,9
1119,David Anderson,AndeDa01,67,10,6,0,0,8
1120,Stephone Anthony,AnthSt00,26,19,2,0,0,8
1121,Javier Arenas,ArenJa99,69,12,5,0,0,8
1122,Jeremiah Attaochu,AttaJe00,34,13,3,0,0,8
1123,Montee Ball,BallMo00,21,3,2,0,0,8
1124,David Bass,BassDa00,49,9,4,0,0,8
1125,Arrelious Benn,BennAr00,52,24,4,0,0,8
1126,Fred Bennett,BennFr99,49,17,4,0,0,8
1127,Jonathan Bostic,BostJo00,40,18,3,0,0,8
1128,Trenton Brown,BrowTr02,22,18,2,0,0,8
1129,Alex Carrington,CarrAl99,59,10,6,0,0,8
1130,Josh Chapman,ChapJo00,29,15,3,0,0,8
1131,Aaron Colvin,ColvAa00,32,20,3,0,0,8
1132,Reggie Corner,CornRe99,55,13,4,0,0,8
1133,Jermaine Cunningham,CunnJe99,38,14,4,0,0,8
1134,Vinny Curry,CurrVi00,68,0,5,0,0,8
1135,Alfonzo Dennard,DennAl00,29,20,3,0,0,8
1136,Anthony Dixon,DixoAn00,96,2,6,0,0,8
1137,Jonathan Dwyer,DwyeJo00,38,6,5,0,0,8
1138,Larry English,EnglLa99,64,10,6,0,0,8
1139,Matt Flynn,FlynMa00,53,7,7,0,0,8
1140,Devin Funchess,FuncDe00,31,12,2,0,0,8
1141,Vernon Gholston,GholVe99,45,5,3,0,0,8
1142,Mark Glowinski,GlowMa00,25,17,2,0,0,8
1143,Markus Golden,GoldMa00,31,9,2,0,0,8
1144,Eddie Goldman,GoldEd00,21,17,2,0,0,8
1145,Bruce Gradkowski,GradBr00,37,20,8,0,0,8
1146,Rodney Gunter,GuntRo00,32,12,2,0,0,8
1147,Ra'Shede Hageman,HageRa00,44,15,3,0,0,8
1148,Clay Harbor,HarbCl00,98,37,7,0,0,8
1149,Duron Harmon,HarmDu00,63,12,4,0,0,8
1150,Clark Harris,HarrCl20,124,0,9,0,0,8
1151,Alex Henery,HeneAl00,50,0,4,0,0,8
1152,Chris Horton,HortCh99,29,15,3,0,0,8
1153,Grady Jarrett,JarrGr00,31,16,2,0,0,8
1154,Colin Jones,JoneCo01,89,6,6,0,0,8
1155,Brandon Keith,KeitBr20,26,20,3,0,0,8
1156,Jeremy Langford,LangJe00,28,5,2,0,0,8
1157,Nevin Lawson,LawsNe00,32,25,3,0,0,8
1158,Josh LeRibeus,LeRiJo00,28,12,3,0,0,8
1159,Demetrius McCray,McCrDe00,46,16,3,0,0,8
1160,Sherrick McManis,McMaSh99,94,5,7,0,0,8
1161,Ty Montgomery,MontTy01,21,9,2,0,0,8
1162,Kareem Moore,MoorKa99,42,13,3,0,0,8
1163,Kyle Moore,MoorKy99,31,14,4,0,0,8
1164,JJ Nelson,NelsJJ00,26,8,2,0,0,8
1165,Chris Ogbonnaya,OgboCh00,53,12,5,0,0,8
1166,Rich Ohrnberger,OhrnRi20,39,12,5,0,0,8
1167,Nate Palmer,PalmNa01,38,12,3,0,0,8
1168,Austin Pettis,PettAu00,51,11,4,0,0,8
1169,Jordan Phillips,PhilJo01,31,15,2,0,0,8
1170,Will Rackley,RackWi01,26,25,3,0,0,8
1171,Bacarri Rambo,RambBa00,41,16,4,0,0,8
1172,Jalen Ramsey,RamsJa00,16,16,1,0,0,8
1173,Damarious Randall,RandDa00,25,18,2,0,0,8
1174,Shane Ray,RayxSh00,30,8,2,0,0,8
1175,Denard Robinson,RobiDe00,55,13,4,0,0,8
1176,Michael Robinson,RobiMi00,112,19,8,1,0,8
1177,Bradley Roby,RobyBr00,48,10,3,0,0,8
1178,Aaron Rouse,RousAa99,41,18,3,0,0,8
1179,Chaz Schilens,SchiCh00,59,25,5,0,0,8
1180,Chris Scott,ScotCh23,45,12,6,0,0,8
1181,Tim Shaw,ShawTi99,80,3,6,0,0,8
1182,Alphonso Smith,SmitAl98,42,11,4,0,0,8
1183,D'Anthony Smith,SmitDA99,30,16,4,0,0,8
1184,Kasey Studdard,StudKa20,25,14,4,0,0,8
1185,Nathan Stupar,StupNa01,59,9,5,0,0,8
1186,Chris Thompson,ThomCh03,35,0,4,0,0,8
1187,Joe Thuney,ThunJo00,16,16,1,0,0,8
1188,David Vobora,VoboDa99,40,16,4,0,0,8
1189,Earl Watford,WatfEa00,32,13,3,0,0,8
1190,John Wendling,WendJo99,110,4,7,0,0,8
1191,Marvin White,WhitMa99,43,19,4,0,0,8
1192,Duke Williams,WillDu00,58,10,4,0,0,8
1193,Titus Young,YounTi00,26,17,2,0,0,8
1194,Oday Aboushi,AbouOd00,26,18,3,0,0,7
1195,Stedman Bailey,BailSt01,38,8,3,0,0,7
1196,Kentwan Balmer,BalmKe99,46,11,5,0,0,7
1197,Bene Benwikere,BenwBe00,27,14,3,0,0,7
1198,Da'Quan Bowers,BoweDa00,53,10,5,0,0,7
1199,Andre Brown,BrowAn03,22,10,3,0,0,7
1200,DeForest Buckner,BuckDe00,15,15,1,0,0,7
1201,Daniel Bullocks,BullDa20,31,22,2,0,0,7
1202,Brice Butler,ButlBr00,48,7,4,0,0,7
1203,James Casey,CaseJa00,95,23,7,0,0,7
1204,Frank Clark,ClarFr01,30,5,2,0,0,7
1205,Maliek Collins,CollMa00,16,14,1,0,0,7
1206,Chris Conley,ConlCh00,32,16,2,0,0,7
1207,Jonathan Cooper,CoopJo01,29,14,3,0,0,7
1208,Tyrone Culver,CulvTy20,80,6,6,0,0,7
1209,Craig Davis,DaviCr00,25,2,4,0,0,7
1210,Tyeler Davison,DaviTy01,31,20,2,0,0,7
1211,Phillip Dorsett,DorsPh00,26,7,2,0,0,7
1212,Kyle Emanuel,EmanKy00,31,15,2,0,0,7
1213,Cameron Erving,ErviCa00,29,17,2,0,0,7
1214,Trey Flowers,FlowTr00,17,8,2,0,0,7
1215,Mike Goodson,GoodMi00,42,3,5,0,0,7
1216,Garrett Graham,GrahGa00,60,31,6,0,0,7
1217,T.J. Graham,GrahT.00,47,17,4,0,0,7
1218,Dorial Green-Beckham,GreeDo00,31,12,2,0,0,7
1219,Ryan Griffin,GrifRy00,56,19,4,0,0,7
1220,Javon Hargrave,HargJa00,15,13,1,0,0,7
1221,Eli Harold,HaroEl00,32,14,2,0,0,7
1222,Lavelle Hawkins,HawkLa00,56,4,6,0,0,7
1223,Jacob Hester,HestJa00,65,23,5,0,0,7
1224,Jayron Hosley,HoslJa00,43,15,4,0,0,7
1225,D.J. Humphries,HumpD.00,13,13,1,0,0,7
1226,Danielle Hunter,HuntDa01,30,1,2,0,0,7
1227,Charles Johnson,JohnCh08,39,17,3,0,0,7
1228,Kevin Johnson,JohnKe04,22,13,2,0,0,7
1229,Deion Jones,JoneDe01,15,13,1,0,0,7
1230,Lamarcus Joyner,JoynLa00,40,14,3,0,0,7
1231,Bryan Kehl,KehlBr99,72,5,6,0,0,7
1232,Austen Lane,LaneAu99,30,17,4,0,0,7
1233,Trevor Laws,LawsTr99,56,2,5,0,0,7
1234,Joe Looney,LoonJo01,43,13,5,0,0,7
1235,Calvin Lowry,LowrCa20,48,14,3,0,0,7
1236,Keshawn Martin,MartKe01,58,10,5,0,0,7
1237,Tre Mason,MasoTr00,25,12,2,0,0,7
1238,Joe McKnight,McKnJo00,41,1,4,0,0,7
1239,Gerald McRath,McRaGe99,40,12,4,0,0,7
1240,William Middleton,MiddWi98,49,12,4,0,0,7
1241,Bruce Miller,MillBr02,77,47,5,0,0,7
1242,John Moffitt,MoffJo00,19,15,3,0,0,7
1243,Yannick Ngakoue,NgakYa00,16,15,1,0,0,7
1244,Emmanuel Ogbah,OgbaEm00,16,16,1,0,0,7
1245,Michael Otto,OttoMi20,62,7,6,0,0,7
1246,Quinton Patton,PattQu00,40,18,4,0,0,7
1247,Michael Person,PersMi00,31,14,4,0,0,7
1248,Leonard Pope,PopeLe00,103,51,7,0,0,7
1249,Joseph Randle,RandJo01,35,8,3,0,0,7
1250,Caraun Reid,ReidCa00,33,12,3,0,0,7
1251,Daryl Richardson,RichDa00,27,3,3,0,0,7
1252,Daniel Sepulveda,SepuDa20,52,0,4,0,0,7
1253,Jordan Shipley,ShipJo00,24,6,3,0,0,7
1254,Shelley Smith,SmitSh22,36,11,3,0,0,7
1255,Daimion Stafford,StafDa00,62,8,4,0,0,7
1256,Craig Steltz,StelCr99,77,8,6,0,0,7
1257,Josh Thomas,ThomJo01,52,10,5,0,0,7
1258,Brandon Thompson,ThomBr01,39,7,4,0,0,7
1259,Dave Tollefson,TollDa99,78,2,6,0,0,7
1260,J.C. Tretter,TretJC00,31,10,3,0,0,7
1261,Justin Tryon,TryoJu99,63,8,5,0,0,7
1262,John Urschel,UrscJo00,40,13,3,0,0,7
1263,Steve Vallos,VallSt00,59,9,6,0,0,7
1264,Kyle Van Noy,VanNKy00,37,9,3,0,0,7
1265,Jonathan Wade,WadeJo99,61,13,5,0,0,7
1266,Jimmie Ward,WardJi01,35,18,3,0,0,7
1267,Pat Watkins,WatkPa20,53,10,5,0,0,7
1268,Charlie Whitehurst,WhitCh02,26,9,8,0,0,7
1269,Gerris Wilkinson,WilkGe20,58,7,5,0,0,7
1270,Andre Williams,WillAn00,33,7,3,0,0,7
1271,Daryl Williams,WillDa06,23,12,2,0,0,7
1272,Ameer Abdullah,AbduAm00,18,11,2,0,0,6
1273,Kenneth Acker,AckeKe00,24,14,2,0,0,6
1274,Al Afalava,AfalAl99,29,15,3,0,0,6
1275,Frank Alexander,AlexFr00,29,6,3,0,0,6
1276,Beau Allen,AlleBe00,48,5,3,0,0,6
1277,Jon Alston,AlstJo20,39,8,4,0,0,6
1278,Henry Anderson,AndeHe00,20,11,2,0,0,6
1279,Chris Borland,BorlCh00,14,8,1,0,0,6
1280,Joey Bosa,BosaJo00,12,11,1,0,0,6
1281,James Bradberry,BradJa00,13,13,1,0,0,6
1282,Ron Brooks,BrooRo01,52,8,5,0,0,6
1283,Everette Brown,BrowEv99,44,3,5,0,0,6
1284,Rashad Butler,ButlRa20,51,4,6,0,0,6
1285,Victor Butler,ButlVi99,65,2,5,0,0,6
1286,Chris Carter,CartCh00,62,4,6,0,0,6
1287,Audie Cole,ColeAu00,57,7,5,0,0,6
1288,Christian Covington,CoviCh00,31,5,2,0,0,6
1289,Aaron Dobson,DobsAa00,24,13,3,0,0,6
1290,Dusty Dvoracek,DvorDu99,13,13,2,0,0,6
1291,Dominique Easley,EaslDo00,38,3,3,0,0,6
1292,Leonard Floyd,FloyLe00,12,12,1,0,0,6
1293,Eric Frampton,FramEr99,91,2,7,0,0,6
1294,Dominique Franks,FranDo99,52,5,5,0,0,6
1295,Will Fuller,FullWi01,14,13,1,0,0,6
1296,Mike Gillislee,GillMi00,23,2,3,0,0,6
1297,Graham Glasgow,GlasGr00,15,11,1,0,0,6
1298,Marquise Goodwin,GoodMa00,39,10,4,0,0,6
1299,Cody Grimm,GrimCo99,23,12,3,0,0,6
1300,Vernon Hargreaves,HargVe00,16,16,1,0,0,6
1301,Marcus Harrison,HarrMa98,37,9,3,0,0,6
1302,Bobby Hart,HartBo00,23,14,2,0,0,6
1303,Jordan Hill,HillJo01,31,1,4,0,0,6
1304,Dustin Hopkins,HopkDu00,31,0,2,0,0,6
1305,Josh Huff,HuffJo00,37,6,3,0,0,6
1306,Maurice Hurt,HurtMa00,21,9,2,0,0,6
1307,Germain Ifedi,IfedGe00,13,13,1,0,0,6
1308,Ben Ijalana,IjalBe00,23,13,4,0,0,6
1309,Tre' Jackson,JackTr00,13,9,1,0,0,6
1310,Chris Jones,JoneCh09,16,11,1,0,0,6
1311,David Jones,JoneDa99,59,12,6,0,0,6
1312,Kyle Juszczyk,JuszKy00,64,32,4,1,0,6
1313,Cyrus Kouandjio,KouaCy00,25,7,3,0,0,6
1314,Markus Kuhn,KuhnMa00,39,9,4,0,0,6
1315,Tony Lippett,LippTo00,25,13,2,0,0,6
1316,Jeff Locke,LockJe00,64,0,4,0,0,6
1317,Derrick Martin,MartDe22,73,4,8,0,0,6
1318,Mike Martin,MartMi01,46,5,4,0,0,6
1319,Jonathan Massaquoi,MassJo00,39,7,3,0,0,6
1320,Bobby McCain,McCaBo01,32,12,2,0,0,6
1321,Vance McDonald,McDoVa00,48,30,4,0,0,6
1322,Phillip Merling,MerlPh99,53,5,6,0,0,6
1323,Zoltan Mesko,MeskZo99,56,0,4,0,0,6
1324,Dee Milliner,MillDe00,21,14,3,0,0,6
1325,D.J. Moore,MoorDJ99,47,3,5,0,0,6
1326,Corey Nelson,NelsCo00,48,6,3,0,0,6
1327,Steven Nelson,NelsSt01,27,14,2,0,0,6
1328,Cedric Ogbuehi,OgbuCe00,19,12,2,0,0,6
1329,Melvin Oliver,OlivMe20,16,14,1,0,0,6
1330,Jordan Poyer,PoyeJo00,48,10,4,0,0,6
1331,Trent Robinson,RobiTr02,38,9,4,0,0,6
1332,Brian Rolle,RollBr00,20,13,2,0,0,6
1333,Quinten Rollins,RollQu00,27,14,2,0,0,6
1334,JaMarcus Russell,RussJa00,31,25,3,0,0,6
1335,Bishop Sankey,SankBi00,29,12,2,0,0,6
1336,Austin Seferian-Jenkins,SefeAu00,25,14,3,0,0,6
1337,Josh Shaw,ShawJo00,31,13,2,0,0,6
1338,Dion Sims,SimsDi00,56,22,4,0,0,6
1339,D.J. Smith,SmitD.00,24,9,4,0,0,6
1340,Reggie Smith,SmitRe99,45,7,4,0,0,6
1341,Troy Smith,SmitTr02,20,8,4,0,0,6
1342,Ronnie Stanley,StanRo00,12,12,1,0,0,6
1343,Jaquiski Tartt,TartJa00,30,14,2,0,0,6
1344,De'Anthony Thomas,ThomDe05,34,4,3,0,0,6
1345,Andrew Tiller,TillAn01,28,14,4,0,0,6
1346,Korey Toomer,ToomKo00,31,8,3,0,0,6
1347,Laremy Tunsil,TunsLa00,14,14,1,0,0,6
1348,Billy Turner,TurnBi00,23,14,3,0,0,6
1349,DeAngelo Tyson,TysoDe00,34,6,3,0,0,6
1350,Clive Walford,WalfCl00,31,10,2,0,0,6
1351,B.W. Webb,WebbBW00,49,9,4,0,0,6
1352,Cody Whitehair,WhitCo03,16,16,1,0,0,6
1353,Kyle Williams,WillKy01,39,9,4,0,0,6
1354,Marquess Wilson,WilsMa02,31,14,4,0,0,6
1355,Blidi Wreh-Wilson,WrehBl00,35,14,4,0,0,6
1356,Mansfield Wrotto,WrotMa20,27,12,3,0,0,6
1357,Victor Abiamiri,AbiaVi99,29,6,3,0,0,5
1358,Nelson Agholor,AghoNe00,28,26,2,0,0,5
1359,D.J. Alexander,AlexD.00,32,1,2,1,0,5
1360,Andy Alleman,AlleAn20,24,7,2,0,0,5
1361,Javorius Allen,AlleJa01,24,6,2,0,0,5
1362,Vick Ballard,BallVi00,17,13,2,0,0,5
1363,Dominique Barber,BarbDo99,39,7,4,0,0,5
1364,Omar Bolden,BoldOm00,56,1,4,0,0,5
1365,Devontae Booker,BookDe00,16,6,1,0,0,5
1366,Luke Bowanko,BowaLu00,23,14,3,0,0,5
1367,Tyler Boyd,BoydTy00,16,2,1,0,0,5
1368,Ron Brace,BracRo99,39,7,4,0,0,5
1369,Jay Bromley,BromJa00,39,4,3,0,0,5
1370,Chykie Brown,BrowCh05,59,6,5,0,0,5
1371,Jamon Brown,BrowJa04,20,14,2,0,0,5
1372,Randy Bullock,BullRa00,48,0,5,0,0,5
1373,Rex Burkhead,BurkRe00,42,1,4,0,0,5
1374,Artie Burns,BurnAr00,16,9,1,0,0,5
1375,Tank Carder,CardTa00,78,2,5,0,0,5
1376,David Carter,CartDa01,35,4,3,0,0,5
1377,Quinton Carter,CartQu01,30,10,3,0,0,5
1378,Anthony Chickillo,ChicAn00,22,7,2,0,0,5
1379,Kellen Davis,DaviKe01,125,55,9,0,0,5
1380,Bud Dupree,DuprAl00,23,9,2,0,0,5
1381,Kris Durham,DurhKr00,27,16,4,0,0,5
1382,Mario Edwards,EdwaMa01,16,10,2,0,0,5
1383,Rhett Ellison,ElliRh00,73,41,5,0,0,5
1384,C.J. Fiedorowicz,FiedC.00,46,37,3,0,0,5
1385,Jamell Fleming,FlemJa00,46,7,4,0,0,5
1386,Sione Fua,FuaxSi00,40,12,4,0,0,5
1387,Phillip Gaines,GainPh00,27,13,3,0,0,5
1388,Andrew Gardner,GardAn20,28,12,7,0,0,5
1389,Joshua Garnett,GarnJo00,15,11,1,0,0,5
1390,Clayton Geathers,GeatCl00,24,11,2,0,0,5
1391,DeJon Gomes,GomeDe00,46,8,3,0,0,5
1392,Malliciah Goodman,GoodMa01,37,11,4,0,0,5
1393,Alex Green,GreeAl00,29,4,3,0,0,5
1394,Virgil Green,GreeVi00,84,33,6,0,0,5
1395,Courtney Greene,GreeCo99,30,13,3,0,0,5
1396,Nic Harris,HarrNi99,30,6,2,0,0,5
1397,Dan Herron,HerrDa00,35,3,4,0,0,5
1398,Marcus Hudson,HudsMa20,62,0,5,0,0,5
1399,Myles Jack,JackMy00,16,10,1,0,0,5
1400,Jaiquawn Jarrett,JarrJa00,47,9,5,0,0,5
1401,Jordan Jenkins,JenkJo01,14,11,1,0,0,5
1402,Cam Johnson,JohnCa01,28,9,5,0,0,5
1403,Dontae Johnson,JohnDo02,47,6,3,0,0,5
1404,Frank Kearse,KearFr00,35,8,5,0,0,5
1405,Ellis Lankster,LankEl99,49,1,5,0,0,5
1406,Mikel Leshoure,LeshMi00,17,14,2,0,0,5
1407,Wali Lundy,LundWa00,14,8,1,0,0,5
1408,Johnny Manziel,ManzJo00,15,8,2,0,0,5
1409,Marc Mariani,MariMa00,70,5,6,1,0,5
1410,Kareem Martin,MartKa00,40,4,3,0,0,5
1411,Blake Martinez,MartBl01,13,9,1,0,0,5
1412,Aaron Maybin,MaybAa99,48,1,4,0,0,5
1413,Marcus McCauley,McCaMa99,27,10,3,0,0,5
1414,Chris Morris,MorrCh21,51,11,5,0,0,5
1415,Quentin Moses,MoseQu99,44,2,4,0,0,5
1416,Troy Nolan,NolaTr99,38,7,3,0,0,5
1417,Pat O'Donnell,ODonPa00,47,0,3,0,0,5
